74	2	2	25	2	2	0	0	1	1	0	1	0	1	1	3	1	3	0	0	1	1	4	5	4	3	3	3	2	3	1	1	4	4	4	3	4	1	4	2	1	2	1	2	1	1	1	2	4	4	3	2	1	5	2	2	1	5	5	5	5	3	1	1	3	3	2	4	3	4	4	4	1	1	1	2	3	4	4	4	3	5
76	3	2	31	2	2	0	0	1	0	0	0	1	0	1	2	2	2	1	0	1	0	3	4	2	2	2	2	2	2	2	2	4	4	4	4	4	3	2	2	2	2	2	2	2	2	2	4	4	4	4	4	3	4	2	2	2	4	2	2	2	2	4	4	4	4	4	3	2	2	2	2	2	2	2	2	2	4	4	4	4	4
77	1	2	34	2	2	0	0	0	0	0	0	0	0	0	2	3	2	1	0	1	0	4	4	1	1	2	2	1	1	2	2	3	4	4	4	4	3	4	1	2	2	3	2	2	2	2	3	4	4	3	3	3	4	4	4	2	4	2	2	2	2	3	4	4	4	4	2	2	2	2	2	3	2	2	2	2	2	4	4	4	5
80	1	2	23	1	1	0	0	1	1	0	0	0	1	0	1	1	2	1	1	0	0	5	4	4	4	3	5	1	1	1	4	5	4	4	3	4	2	2	1	2	2	2	3	3	4	2	1	3	2	3	2	4	3	4	3	4	1	2	2	2	4	4	4	4	3	4	2	3	2	3	1	2	4	4	4	1	2	2	2	3	2
81	2	2	23	1	1	0	0	1	1	0	1	0	1	1	2	2	1	1	1	1	1	3	4	3	3	2	2	2	2	2	2	3	4	4	2	2	3	2	3	3	3	2	2	2	2	2	3	4	4	2	4	3	4	2	2	3	3	2	2	3	3	4	3	3	3	3	3	2	2	2	3	2	2	2	2	3	3	4	4	3	4
82	3	2	24	1	1	0	0	1	0	0	0	1	0	1	-999	2	2	1	1	0	0	5	5	3	3	4	1	1	4	3	4	1	1	3	3	4	3	3	3	3	4	3	3	1	3	3	5	5	3	3	3	1	5	1	1	1	5	4	5	5	5	1	1	1	1	1	5	2	5	5	5	1	1	1	1	1	5	5	5	5	5
83	2	2	19	1	2	1	0	1	0	0	1	0	0	1	2	3	2	1	1	1	1	4	5	3	4	4	2	2	3	2	2	3	4	4	4	4	3	3	3	4	4	4	2	4	2	2	2	3	4	4	4	4	5	4	3	2	5	3	5	4	4	4	3	4	3	4	4	2	3	3	4	2	2	3	3	2	3	3	4	4	4
84	1	2	21	1	2	1	0	1	1	0	1	0	1	1	1	3	2	0	0	1	1	5	4	3	3	5	1	2	2	2	2	4	3	3	3	5	3	2	3	3	3	3	3	2	2	3	3	3	3	3	2	4	4	4	4	4	2	2	2	2	2	4	4	4	3	5	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
86	3	2	25	2	2	1	0	1	0	0	1	1	0	1	1	3	4	1	1	1	1	5	5	3	1	4	1	1	2	1	1	5	3	3	3	3	1	1	1	1	1	5	5	3	1	1	1	3	3	3	3	3	4	2	2	3	3	3	2	2	3	3	3	3	3	3	3	4	2	2	3	3	3	2	2	3	3	3	3	3	3
88	1	2	19	1	1	1	0	1	1	0	0	0	1	0	1	3	3	1	1	1	0	5	5	5	5	5	1	1	5	1	1	5	5	5	5	5	1	1	1	1	1	5	5	1	5	5	1	1	1	1	1	5	5	5	5	5	1	1	1	1	1	5	5	5	4	5	1	1	1	1	1	5	5	5	5	5	1	1	1	1	1
90	1	2	20	1	1	1	0	0	0	0	0	0	0	0	1	2	3	1	1	1	0	2	3	3	3	3	3	2	2	2	2	4	4	4	3	4	3	2	3	3	3	3	2	3	2	2	3	4	4	3	3	3	2	2	2	2	2	2	2	2	2	3	4	4	4	4	3	2	2	2	2	2	2	3	3	2	3	4	3	4	3
